using 256 bit outputs: using i = 1
0.016402,  
0.113922, 0.113973,  
0.110178, 0.110252, 0.110048,  
0.111998, 0.111971, 0.112122, 0.111858,  
0.155395, 0.155504, 0.155574, 0.155299, 0.155273,  
0.155046, 0.155125, 0.155178, 0.154931, 0.154916, 0.15503,  
0.355519, 0.355613, 0.355312, 0.355414, 0.355345, 0.355302, 0.355463,  
0.164351, 0.164489, 0.164589, 0.164419, 0.164206, 0.164251, 0.1643, 0.164039,  
0.163008, 0.163182, 0.163129, 0.163022, 0.162887, 0.163247, 0.162901, 0.163421, 0.162743,  
0.162531, 0.162525, 0.162342, 0.162421, 0.16278, 0.162237, 0.162307, 0.162217, 0.162862, 0.162172,  
0.16254, 0.16237, 0.162427, 0.162829, 0.16288, 0.162615, 0.162263, 0.162278, 0.162262, 0.162173, 0.162219,  
0.168729, 0.168637, 0.16846, 0.168648, 0.168871, 0.169054, 0.168348, 0.168318, 0.168548, 0.168526, 0.168212, 0.168179,  
0.169329, 0.169252, 0.168748, 0.169041, 0.16883, 0.168746, 0.168891, 0.168727, 0.168874, 0.16898, 0.168597, 0.168643, 0.168593,  
0.168495, 0.168639, 0.168236, 0.168195, 0.168183, 0.168082, 0.16806, 0.167967, 0.167905, 0.168052, 0.167826, 0.167811, 0.16785, 0.167939,  
0.1695, 0.169608, 0.169644, 0.16943, 0.169951, 0.169392, 0.169299, 0.169307, 0.169498, 0.169851, 0.169075, 0.169182, 0.169187, 0.169259, 0.169201,  
0.170387, 0.170136, 0.170325, 0.170217, 0.170457, 0.170574, 0.170664, 0.170078, 0.170132, 0.170256, 0.169878, 0.170021, 0.17004, 0.169925, 0.170033, 0.169979,  
0.174149, 0.174279, 0.174197, 0.174332, 0.174649, 0.174571, 0.174029, 0.174009, 0.174113, 0.174155, 0.174426, 0.174005, 0.173917, 0.173915, 0.173921, 0.173775, 0.17401,  
0.176891, 0.176765, 0.176552, 0.176626, 0.176365, 0.176472, 0.17636, 0.176232, 0.176456, 0.176266, 0.176161, 0.176206, 0.176706, 0.17616, 0.176137, 0.176242, 0.176689, 0.176067,  
0.175458, 0.175561, 0.175642, 0.175786, 0.175777, 0.175871, 0.175994, 0.175464, 0.175356, 0.175566, 0.175361, 0.175341, 0.175552, 0.175239, 0.175245, 0.175253, 0.175345, 0.175126, 0.17557,  
